rua,bairro,latitude,longitude,distance_to_center_m,coordinate_x_m,coordinate_y_m
Avenida das Gameleiras,Loteamento Aruanã Park,-16.6961755,-49.2088168,5241.4,4916.52,-1808.74
Avenida das Gameleiras,Park Lozandes,-16.6981112,-49.2238358,3888.26,3317.64,-2023.86
Avenida das Gameleiras,Residencial Alphaville Flamboyant,-16.6961755,-49.2088168,5241.4,4916.52,-1808.74
Avenida das Indústrias,Santa Genoveva,-16.6418689,-49.2379408,4602.8,1816.07,4226.51
Avenida das Orquídeas,Jardins Milão,-16.7249276,-49.2047798,7326.41,5346.28,-5004.05
Avenida de Contorno Sul,Parque Anhanguera,-16.7257437,-49.3005932,7040.21,-4853.71,-5094.75
Avenida de Lourdes,Setor Jaó,-16.7474618,-49.2394424,7693.06,1656.21,-7508.34
Avenida do Café,Santa Genoveva,-16.6378473,-49.232882,5236.13,2354.61,4673.44
Avenida do Cerrado,Park Lozandes,-16.6987112,-49.2309904,3303.78,2555.99,-2090.54
Avenida do Comércio,Santa Genoveva,-16.6393006,-49.2425239,4706.02,1328.17,4511.93
Avenida do Comércio,Vila Maria José,-16.7102946,-49.2410839,3690.44,1481.46,-3377.84
Avenida do Contorno,Jardim Colorado,-16.6435646,-49.2938522,5783.91,-4136.08,4038.06
Avenida do Ipê,Condomínio Parque dos Cisnes,-16.5760005,-49.2399283,11664.16,1604.49,11546.66
Avenida do Ouro,Jardim Abaporu,-16.650723,-49.1852784,8104.73,7422.34,3242.53
Avenida do Povo,Jardim Curitiba,-16.6031419,-49.3338372,11974.7,-8392.76,8530.35
Avenida dos Alpes,Jardim Europa,-16.7073622,-49.3051996,6157.26,-5344.09,-3051.96
Avenida dos Alpes,Setor União,-16.7092601,-49.3092807,6639.43,-5778.55,-3262.87
Avenida dos Alpes,Vila Alpes,-16.7083349,-49.29833199999999,5594.4,-4612.99,-3160.05
Avenida dos Buritis,Vila Maria Luiza,-16.6838862,-49.2202918,3723.42,3694.93,-443.0
Avenida dos Carajás,Jardim Balneário Meia Ponte,-16.616868,-49.2967188,8299.22,-4441.25,7004.93
Avenida dos Flamboyants,Parque das Laranjeiras,-16.7267458,-49.2276798,5966.58,2908.42,-5206.11
Avenida dos Guaicurus,Setor Progresso,-16.6504256,-49.2913306,5071.39,-3867.64,3275.58
Avenida dos Ipês,Jardins Lisboa,-16.7714284,-49.3545938,14699.14,-10602.44,-10171.82
Avenida dos Ipês,Residencial Barravento,-16.6205396,-49.305353,8505.45,-5360.42,6596.9
Avenida dos Ipês,Residencial Mirante,-16.6985307,-49.28854279999999,4129.86,-3570.86,-2070.48
Avenida dos Jardins,Jardins Itália,-16.7194275,-49.2163417,6022.5,4115.44,-4392.81
Avenida dos Jardins,Jardins Valência,-16.7254761,-49.2155255,6584.68,4202.33,-5065.01
Avenida dos Jardins,Jardins Verona,-16.7254761,-49.2155255,6584.68,4202.33,-5065.01
Avenida dos Manacás,Jardins Valência,-16.7241975,-49.2086827,6971.1,4930.79,-4922.91
Avenida dos Pirineus,Cidade Jardim,-16.66821,-49.3121342,6223.17,-6082.33,1299.14
Avenida dos Resedás,Jardins Valência,-16.725063,-49.2085134,7052.07,4948.82,-5019.1
Avenida dos Tapuias,Jardim Balneário Meia Ponte,-16.6485855,-49.2901252,5111.24,-3739.32,3480.07
Avenida dos Índios,Santa Genoveva,-16.6337524,-49.2291895,5821.61,2747.7,5128.52
Comunidade Urbana Jardim Novo Mundo  Jardim Novo Mundo II,Jardim Novo Mundo,,,,,
Desvio Krupp,Jardim Novo Mundo,,,,,
Estrada 100,Chácaras de Recreio São Joaquim,-16.645878,-49.351417,10945.44,-10264.25,3780.97
Estrada 102,Chácaras de Recreio São Joaquim,-16.6417896,-49.3454887,10529.83,-9633.14,4235.32
Estrada 103,Chácaras de Recreio São Joaquim,-16.6423306,-49.3618062,12120.39,-11370.25,4175.2
Estrada 104,Chácaras de Recreio São Joaquim,-16.6412661,-49.3478009,10778.85,-9879.29,4293.5
Estrada 106,Chácaras de Recreio São Joaquim,-16.6399226,-49.3492118,10976.54,-10029.49,4442.81
Estrada 110,Chácaras de Recreio São Joaquim,-16.6370229,-49.3518091,11361.64,-10305.99,4765.06
Estrada 114,Chácaras de Recreio São Joaquim,-16.6314688,-49.3532986,11775.33,-10464.56,5382.3
Estrada 114,Residencial Solar Ville,-16.6326325,-49.3582025,12185.84,-10986.61,5252.98
Estrada 115,Chácaras de Recreio São Joaquim,-16.6374904,-49.3491187,11079.91,-10019.58,4713.1
Estrada 115,Residencial Noroeste,-16.6369776,-49.3495092,11141.88,-10061.15,4770.09
Estrada 117,Chácaras de Recreio São Joaquim,-16.6349539,-49.3486013,11153.62,-9964.5,4994.99
Estrada 121-A,Chácaras de Recreio São Joaquim,-16.6340123,-49.348033,11147.08,-9904.0,5099.64
Estrada 137,Residencial Jardim Camargo,-16.6311056,-49.3427309,10806.71,-9339.55,5422.67
Estrada 137,Residencial Jardim Helou,-16.6311056,-49.3427309,10806.71,-9339.55,5422.67
Estrada 155,Chácaras de Recreio São Joaquim,-16.6564682,-49.31164769999999,6572.75,-6030.54,2604.05
Estrada B,Jardim Novo Mundo,-16.6666102,-49.2038971,5640.5,5440.25,1476.93
Estrada Caraíbas,Sítio de Recreio Pindorama,-16.7427808,-49.2083612,8576.67,4965.02,-6988.13
Estrada D,Chácaras Bom Retiro,-16.5620457,-49.241391,13184.78,1448.77,13097.5
Estrada E,Fazenda Santa Rita,-16.7155001,-49.3620185,12065.98,-11392.85,-3956.34
Estrada São Bernardo,Parque Bom Jesus,-16.7006085,-49.4018253,15807.05,-15630.56,-2301.4
Estrada Xavantes,Condomínio Veneza,-16.5803628,-49.25982699999999,11079.97,-513.87,11061.86
Estrada da Luz,Condomínio Parque dos Cisnes,-16.5752039,-49.2401677,11748.45,1579.0,11635.19
Estrada das Avencas,Condomínio Parque dos Cisnes,-16.5741974,-49.2417224,11838.42,1413.49,11747.04
Estrada das Flores,Condomínio Parque dos Cisnes,-16.5755731,-49.2389908,11725.35,1704.29,11594.16
Estrada das Juritis,Condomínio Parque dos Cisnes,-16.5727996,-49.2419513,11989.9,1389.12,11902.38
Estrada das Orquídeas,Condomínio Parque dos Cisnes,-16.571677,-49.2436715,12094.23,1206.0,12027.14
Estrada das Palmas,Condomínio Parque dos Cisnes,-16.5776421,-49.2389321,11498.71,1710.54,11364.22
Estrada das Rosas,Condomínio Parque dos Cisnes,-16.5726781,-49.2421614,12000.75,1366.76,11915.89
Estrada de Ferro de Goiás,Jardim Novo Mundo,-16.6494347,-49.2334195,4093.96,2297.39,3385.7
Estrada de Santo Antônio,Parque Maracanã,-16.6129006,-49.3605387,13487.76,-11235.32,7445.84
Estrada de São Luiz,Parque Maracanã,-16.6043871,-49.3547371,13542.88,-10617.7,8391.97
Estrada dos Colibris,Condomínio Parque dos Cisnes,-16.5779445,-49.2405213,11441.41,1541.36,11330.62
Gleba G2,Condomínio Privê dos Girassóis,-16.7142118,-49.2222023,5172.89,3491.54,-3813.17
Praça A,Conjunto Fabiana,-16.67359,-49.28458,3227.98,-3148.99,701.25
Praça A,Jardim Caravelas,-16.67359,-49.28458,3227.98,-3148.99,701.25
Praça A,Jardim Caravelas 1ª Etapa,-16.67359,-49.28458,3227.98,-3148.99,701.25
Praça A,Jardim Goiás,-16.67359,-49.28458,3227.98,-3148.99,701.25
Praça APM6,Jardim Colorado,-16.6589345,-49.339378,9285.53,-8982.62,2329.96
Praça Amazonas,Parque Amazônia,-16.7297466,-49.28038069999999,6166.7,-2701.95,-5539.6
Praça B,Aeroviário,-16.671737,-49.2786125,2673.94,-2513.71,907.18
Praça B,Jardim Goiás,-16.7187568,-49.22189530000001,5576.71,3524.22,-4318.27
Praça C111,Jardim América,-16.7115604,-49.2877857,4958.55,-3490.26,-3518.51
Praça C113,Jardim América,-16.7142728,-49.2809455,4716.41,-2762.08,-3819.95
Praça C164,Jardim América,-16.7174157,-49.2853511,5277.44,-3231.08,-4169.23
Praça C170,Jardim América,-16.7214272,-49.286379,5700.12,-3340.51,-4615.04
Praça C201,Jardim América,-16.7000746,-49.2832841,3756.05,-3011.04,-2242.06
Praça C232,Jardim América,-16.7092509,-49.2784425,4109.21,-2495.61,-3261.85
Praça C8,Setor Sudoeste,-16.6975658,-49.3015727,5335.3,-4957.98,-1963.25
Praça Comendador Germano Roriz,Setor Sul,,,,,
Praça Coronel Inácio Elias Bufaiçal,Parque Amazônia,-16.7383623,-49.280707,7053.71,-2736.69,-6497.09
Praça Coronel Lima,Setor Negrão de Lima,-16.655226,-49.242327,3057.76,1349.13,2742.09
Praça Coronel Vicente Sanches de Almeida,Setor Criméia Leste,-16.647635,-49.258918,3611.9,-417.1,3585.7
Praça Dom Prudêncio Gomes de Oliveira,Setor Criméia Oeste,-16.6498767,-49.2667186,3564.19,-1247.53,3336.58
Praça Dona Ernestina,Parque João Braz - Cidade Industrial,-16.6852934,-49.3556183,10734.09,-10711.51,-599.38
Praça Doutor Pedro Ludovico Teixeira,Setor Central,-16.6795169,-49.2566462,180.45,-175.25,42.58
Praça E,Jardim Goiás,-16.7150312,-49.2740942,4404.07,-2032.71,-3904.23
Praça Francisco Alves de Oliveira,Parque Amazônia,-16.7324502,-49.272183,6123.18,-1829.25,-5840.06
Praça Genoveva Rezende Carneiro,Jardim Planalto,-16.6954673,-49.2953388,4632.15,-4294.34,-1730.04
Praça Gilson Alves de Souza,Setor Bueno,-16.69212,-49.2778981,2791.91,-2437.66,-1358.04
Praça Gonçalves Ledo,Vila Santa Helena,-16.6559725,-49.2806393,3812.9,-2729.48,2659.13
Praça J. Muniz Rezende,Vila Rezende,-16.6792563,-49.2566467,189.44,-175.3,71.54
Praça J7,Setor Jaó,-16.671737,-49.2786125,2673.94,-2513.71,907.18
Praça Jaspe,Condomínio das Esmeraldas,-16.815908,-49.363319,19019.5,-11531.3,-15114.97
Praça Largo das Canárias,Jardim Atlântico,-16.6954673,-49.2953388,4632.15,-4294.34,-1730.04
Praça Liberdade,Setor Garavelo,-16.7575213,-49.3506822,13353.82,-10186.02,-8626.28
Praça Maria Imaculada,Vila João Vaz,-16.710546,-49.24175,3688.34,1410.55,-3405.78
Praça Odarcino Dutra de Oliveira,Vila João Vaz,-16.6440862,-49.26047519999999,4024.8,-582.87,3980.09
Praça Paris,Parque João Braz - Cidade Industrial,-16.6912666,-49.3583496,11080.4,-11002.27,-1263.2
Praça Pindorama,Jardim Novo Mundo,-16.685943,-49.2284856,2903.01,2822.64,-671.58
Praça Presidente Bernardes,Jardim Presidente,-16.7367582,-49.3273646,9968.33,-7703.71,-6318.82
Praça Quinze de Agosto,Vila Rosa,-16.7437482,-49.285953,7827.57,-3295.16,-7095.64
Praça Santa Cruz,Setor Jaó,-16.6503523,-49.229213,4282.59,2745.2,3283.72
Praça Santos Dumont,Setor Aeroporto,-16.6710825,-49.2689116,1776.84,-1480.98,979.91
Praça Senador José Rodrigues de Morais Filho,Parque Amazônia,-16.7291057,-49.278445,6014.25,-2495.88,-5468.37
Praça Senador Morais Filho,Setor Santos Dumont,-16.7291057,-49.278445,6014.25,-2495.88,-5468.37
Praça Sete,Goiá 2,-16.6847693,-49.3229802,7261.12,-7236.96,-541.14
Praça São Paulo,Vila Regina,-16.6589791,-49.3391795,9263.81,-8961.48,2325.0
Praça T 19,Setor Bueno,-16.6945169,-49.2770408,2855.34,-2346.39,-1624.42
Praça T 23,Setor Bueno,-16.7024984,-49.2684767,2893.9,-1434.69,-2511.43
Praça T 25,Setor Bueno,-16.7118208,-49.2653857,3717.8,-1105.63,-3547.45
Praça Ubim,Parque Amazônia,-16.7266667,-49.284876,6096.45,-3180.5,-5197.32
Praça Universitária,Setor Leste Universitário,-16.6773716,-49.2436835,1237.75,1204.72,280.99
Praça Uru,Parque Amazônia,-16.7377809,-49.2734007,6727.8,-1958.88,-6432.48
Praça Uxi,Parque Amazônia,-16.7290669,-49.2818373,6169.18,-2857.01,-5464.06
Praça Vinte e Um de Setembro,Vila Rosa,-16.7447212,-49.2922919,8229.53,-3969.98,-7203.77
Praça Vitória Régia,Jardim Botânico,-16.7239458,-49.3805025,14235.54,-13360.6,-4894.94
Praça da Bandeira,Goiá,-16.6869403,-49.3286284,7881.45,-7838.25,-782.41
Praça da Bíblia,Setor Leste Universitário,-16.6719672,-49.2367634,2133.43,1941.41,881.6
Praça do Expedicionário,Santa Genoveva,-16.624305,-49.2311422,6683.97,2539.83,6178.44
Praça dos Esportes,Setor Pedro Ludovico,-16.7075787,-49.2488531,3146.59,654.38,-3076.02
Rodovia BR-060,Condomínio Anhanguera,-16.671689,-49.3057377,5481.08,-5401.38,912.51
Rodovia BR-153,Jardim Goiás,,,,,
Rodovia BR-153,Jardim Guanabara,,,,,
Rodovia BR-153,Vila Romana,,,,,
Rodovia GIN10,Condomínio Samambaia,-16.5985392,-49.2838171,9553.65,-3067.78,9041.87
Rodovia GO-020,Fazenda Vau das Pombas,-16.7455349,-49.378839,15073.28,-13183.51,-7294.2
Rodovia GO-020,Jardins França,-16.7344374,-49.1828983,9784.74,7675.72,-6060.9
Rodovia GO-040,Jardins Lisboa,-16.7714284,-49.3545938,14699.14,-10602.44,-10171.82
Rodovia GO-040,Setor Garavelo,-16.7500722,-49.3332619,11417.08,-8331.51,-7798.44
Rodovia GO-060,Jardim Real,-16.65577,-49.384625,14066.31,-13799.47,2681.64
Rodovia GO-070,Chácaras de Recreio São Joaquim,-16.633815,-49.34693499999999,11053.38,-9787.11,5121.56
Rodovia GO-070,Fazenda São Domingos,-16.6213219,-49.3561829,12594.42,-10771.61,6509.96
Rodovia GO-070,Parque Maracanã,-16.5933961,-49.3755922,16049.62,-12837.86,9613.43
Rodovia GO-080,Condomínio Parque dos Cisnes,-16.57374,-49.244285,11859.53,1140.69,11797.87
Rodovia GO-080,Distrito Vila Rica,-16.5235724,-49.2210265,17755.81,3616.71,17373.15
Rodovia GO-080,Residencial Villagio Toscana,-16.6015455,-49.2450932,8776.32,1054.65,8707.77
Rodovia GO-462,Fazenda Retiro,-16.6010124,-49.2790001,9136.96,-2554.97,8767.01
Rodovia R2,Campus Samambaia - UFG,-16.6086435,-49.2559921,7924.07,-105.62,7918.95
Rua,Setor Central,,,,,
Rua,Setor Coimbra,,,,,
Rua,Setor Marista,,,,,
Rua 04,Setor Parque Tremendão,,,,,
Rua 1,Aeroviário,-16.6635686,-49.3034916,5475.28,-5162.26,1814.96
Rua 1,Chácaras Alto da Glória,-16.7247329,-49.2313052,5587.54,2522.47,-4982.41
Rua 1,Conjunto Residencial Rodoviário,-16.6099883,-49.3361196,11624.06,-8635.74,7769.49
Rua 1,Jardim Brasil,-16.6967021,-49.2188417,4280.53,3849.3,-1867.27
Rua 1,Parque Industrial de Goiânia,-16.6636232,-49.2295288,3261.48,2711.58,1808.89
Rua 1,Santo Hilário Expansão,-16.6659489,-49.2871668,3761.22,-3424.38,1550.43
Rua 1,Setor Castelo Branco,-16.6759571,-49.299013,4708.6,-4685.48,438.19
Rua 1,Setor Estrela Dalva,-16.6060959,-49.3238219,11004.91,-7326.56,8202.07
Rua 1,Setor Maysa Extensão,-16.6474666,-49.3866087,14476.08,-14010.65,3604.42
Rua 1,Setor Oeste,-16.678637,-49.256975,252.94,-210.25,140.36
Rua 1,Setor São José,-16.6634768,-49.2998263,5112.23,-4772.07,1825.16
Rua 1,Vila Lucy,-16.6947439,-49.3087653,5959.78,-5723.68,-1649.65
Rua 1,Vila Santa Helena,-16.6574666,-49.2832744,3910.72,-3010.0,2493.09
Rua 1,Vila São Francisco,-16.6659489,-49.2871668,3761.22,-3424.38,1550.43
Rua 1,Vila São João,-16.7080313,-49.2425231,3398.63,1328.25,-3126.31
Rua 1,Água Branca,-16.6967021,-49.2188417,4280.53,3849.3,-1867.27
Rua 1 A,Jardim Goiás,-16.6879629,-49.2444332,1438.95,1124.91,-896.05
Rua 1 A,Residencial Cidade Verde,-16.667083,-49.3342299,8559.04,-8434.56,1424.39
Rua 1 A,Setor Aeroporto,-16.6726311,-49.2647928,1319.61,-1042.51,807.81
Rua 1 Unidade 201,Parque Atheneu,-16.7480967,-49.2007693,9532.01,5773.23,-7578.9
Rua 1 Unidade 203,Parque Atheneu,-16.7460282,-49.1960067,9671.61,6280.24,-7349.02
Rua 1 Unidade 205,Parque Atheneu,-16.7424154,-49.1919435,9665.35,6712.8,-6947.52
Rua 1 da Quadra 4,Setor Estrela Dalva,-16.604629,-49.3196798,10841.4,-6885.61,8365.09
Rua 1-A,Setor Parque Tremendão,-16.6046307,-49.3232179,11084.66,-7262.26,8364.9
Rua 1-B,Setor Garavelo,-16.7553329,-49.3451216,12746.24,-9594.06,-8383.08
Rua 10,Jardim Clarissa,-16.6582766,-49.346346,10023.05,-9724.41,2403.07
Rua 10,Jardim Novo Petrópolis,-16.6582766,-49.346346,10023.05,-9724.41,2403.07
Rua 10,Parque Industrial de Goiânia,-16.6637112,-49.2336182,2903.08,2276.24,1799.11
Rua 10,Setor Castelo Branco,-16.6809654,-49.2958955,4357.63,-4353.61,-118.4
Rua 10,Setor Central,-16.6798297,-49.2539501,112.1,111.77,7.81
Rua 10,Setor Marechal Rondon,-16.6624955,-49.2713988,2607.05,-1745.76,1934.21
Rua 10,Setor Nova Vila,-16.6578064,-49.2539245,2459.37,114.49,2455.33
Rua 10,Setor Oeste,-16.679366,-49.2523283,290.71,284.42,59.34
Rua 10,Setor Santos Dumont,-16.6527224,-49.3470614,10261.8,-9800.57,3020.33
Rua 10,Vila Santa Helena,-16.6624955,-49.2713988,2607.05,-1745.76,1934.21
Rua 10 Unidade 203,Parque Atheneu,-16.7436662,-49.1955605,9505.08,6327.74,-7086.53
Rua 100,Setor Sul,-16.6832551,-49.2589243,560.27,-417.77,-372.86
Rua 1001,Setor Pedro Ludovico,-16.7102052,-49.2526415,3379.13,251.08,-3367.91
Rua 1002,Setor Pedro Ludovico,-16.7103181,-49.2518929,3398.49,330.77,-3380.45
Rua 1004,Setor Pedro Ludovico,-16.7024672,-49.2477773,2624.63,768.91,-2507.96
Rua 1006,Setor Pedro Ludovico,-16.7038154,-49.2484869,2748.26,693.36,-2657.79
Rua 1007,Setor Pedro Ludovico,-16.7060827,-49.2499753,2960.16,534.91,-2909.76
Rua 1010,Setor Pedro Ludovico,-16.7054885,-49.2461632,2996.94,940.74,-2843.73
Rua 1011,Setor Pedro Ludovico,-16.7076856,-49.2452716,3258.74,1035.65,-3087.9
Rua 1012,Setor Pedro Ludovico,-16.7096191,-49.2464171,3428.72,913.71,-3302.77
Rua 1013,Setor Pedro Ludovico,-16.7081904,-49.2468591,3263.06,866.65,-3144.0
Rua 1014,Setor Pedro Ludovico,-16.7080652,-49.2475587,3230.56,792.18,-3130.08
Rua 1018,Setor Pedro Ludovico,-16.7098219,-49.2472004,3429.3,830.32,-3325.31
Rua 1019,Setor Pedro Ludovico,-16.7101724,-49.24942,3418.2,594.03,-3364.26
Rua 102,Setor Sul,-16.6854249,-49.2509546,750.39,430.66,-614.0
Rua 1020,Setor Pedro Ludovico,-16.7108572,-49.2495352,3491.14,581.77,-3440.37
Rua 1022,Setor Pedro Ludovico,-16.7126925,-49.2507455,3674.41,452.92,-3644.33
Rua 1023,Setor Pedro Ludovico,-16.7119106,-49.2507134,3588.58,456.34,-3557.43
Rua 1024,Setor Pedro Ludovico,-16.7105809,-49.2565119,3415.36,-160.95,-3409.66
Rua 1025,Setor Pedro Ludovico,-16.7112747,-49.2566508,3493.14,-175.74,-3486.76
Rua 1027,Setor Pedro Ludovico,-16.7127235,-49.2583008,3666.7,-351.39,-3647.77
Rua 1028,Setor Pedro Ludovico,-16.7109229,-49.2564911,3453.24,-158.74,-3447.67
Rua 1029,Setor Pedro Ludovico,-16.7120871,-49.2560149,3580.67,-108.04,-3577.05
Rua 1030,Setor Pedro Ludovico,-16.7131584,-49.2563619,3701.01,-144.98,-3696.1
Rua 1031,Setor Pedro Ludovico,-16.712714,-49.2556741,3649.46,-71.76,-3646.72
Rua 1032,Setor Pedro Ludovico,-16.7145885,-49.2555877,3857.69,-62.56,-3855.04
Rua 1033,Setor Pedro Ludovico,-16.7148774,-49.2562945,3891.75,-137.81,-3887.14
Rua 1034,Setor Pedro Ludovico,-16.71541,-49.2569805,3954.16,-210.84,-3946.33
Rua 1035,Setor Pedro Ludovico,-16.7154363,-49.2577129,3962.01,-288.81,-3949.25
Rua 1036,Setor Pedro Ludovico,-16.7154256,-49.2573493,3958.18,-250.1,-3948.06
Rua 1037,Setor Pedro Ludovico,-16.7158438,-49.2557494,3997.57,-79.78,-3994.54
Rua 1038,Setor Pedro Ludovico,-16.7171742,-49.2576441,4154.26,-281.48,-4142.39
Rua 104,Setor Sul,-16.6864648,-49.253961,738.31,110.61,-729.57
Rua 1040,Setor Pedro Ludovico,-16.716673,-49.2565363,4092.24,-163.55,-4086.69
Rua 1041,Setor Pedro Ludovico,-16.7166564,-49.2543367,4087.74,70.61,-4084.85
Rua 1044,Setor Pedro Ludovico,-16.7172872,-49.2532817,4161.29,182.92,-4154.95
Rua 1045,Setor Pedro Ludovico,-16.7170554,-49.2525132,4139.97,264.74,-4129.19
Rua 1047,Setor Pedro Ludovico,-16.7202488,-49.2528074,4492.66,233.42,-4484.08
Rua 104C,Setor Sul,-16.6874551,-49.2551882,840.33,-20.04,-839.62
Rua 104D,Setor Sul,-16.688248,-49.2561334,936.07,-120.66,-927.74
Rua 105,Setor Sul,-16.6891678,-49.2588987,1111.05,-415.04,-1029.96
Rua 1050,Setor Pedro Ludovico,-16.7235003,-49.2538659,4849.64,120.73,-4845.43
Rua 1051,Setor Pedro Ludovico,-16.7217152,-49.2525843,4656.75,257.17,-4647.05
Rua 1052,Setor Pedro Ludovico,-16.7225255,-49.2538714,4741.26,120.15,-4737.1
Rua 1053,Setor Pedro Ludovico,-16.7219569,-49.2563234,4678.64,-140.88,-4673.91
Rua 1054,Setor Pedro Ludovico,-16.7231413,-49.2571846,4813.84,-232.57,-4805.53
Rua 1056,Setor Pedro Ludovico,-16.7137588,-49.2482173,3833.61,722.06,-3762.83
Rua 1057,Setor Pedro Ludovico,-16.715863,-49.2491627,4046.94,621.42,-3996.67
Rua 1058,Setor Pedro Ludovico,-16.7162557,-49.2485212,4101.04,689.71,-4040.32
Rua 105B,Setor Sul,-16.6893368,-49.2586683,1119.71,-390.52,-1048.74
Rua 105D,Setor Sul,-16.6896074,-49.260498,1228.04,-585.3,-1078.81
Rua 1060,Setor Pedro Ludovico,-16.7169311,-49.2472339,4199.92,826.75,-4115.38
Rua 1064,Setor Pedro Ludovico,-16.718002,-49.2504988,4263.79,479.18,-4234.39
Rua 1065,Setor Pedro Ludovico,-16.7140311,-49.2418682,4044.72,1397.97,-3793.09
Rua 1067,Setor Pedro Ludovico,-16.7133364,-49.241209,3997.59,1468.15,-3715.89
Rua 107,Setor Sul,-16.6894895,-49.2520577,1111.4,313.23,-1065.71
Rua 1084,Jardim da Luz,-16.7224028,-49.2408151,4961.69,1510.08,-4723.46
Rua 1086,Vila Redenção,-16.7225724,-49.2405159,4989.42,1541.93,-4742.31
Rua 109,Jardim Goiás,-16.7083428,-49.240474,3520.84,1546.39,-3160.93
Rua 109,Setor Sul,-16.6901924,-49.2500874,1258.41,522.98,-1143.82
Rua 1095,Setor Pedro Ludovico,-16.7308824,-49.2650873,5769.88,-1073.86,-5665.82
Rua 1097,Setor Pedro Ludovico,-16.7291384,-49.2645261,5568.27,-1014.12,-5472.01
Rua 1098,Setor Pedro Ludovico,-16.728892,-49.2664078,5581.5,-1214.44,-5444.63
Rua 11,Residencial Paulo Estrela,-16.6442325,-49.1791241,9003.37,8077.51,3963.83
Rua 11,Setor Centro Oeste,-16.6500407,-49.2568476,3326.03,-196.69,3318.35
Rua 11,Setor Nova Vila,-16.6584207,-49.2539715,2390.9,109.49,2387.06
Rua 11,Setor Oeste,-16.6868844,-49.2683719,1622.28,-1423.53,-776.2
Rua 11,Setor Santos Dumont,-16.6501578,-49.335609,9201.69,-8581.38,3305.34
Rua 11 A,Setor Castelo Branco,-16.6732848,-49.267,1474.76,-1277.48,735.17
Rua 11 Unidade 101,Parque Atheneu,-16.7416781,-49.1942862,9433.84,6463.4,-6865.58
Rua 11 Unidade 203,Parque Atheneu,-16.7416781,-49.1942862,9433.84,6463.4,-6865.58
Rua 11 Unidade 205,Parque Atheneu,-16.7416781,-49.1942862,9433.84,6463.4,-6865.58
Rua 11 de Junho,Vila Maria Dilce,-16.6392327,-49.2951992,6227.9,-4279.48,4519.48
Rua 1103,Setor Pedro Ludovico,-16.7267388,-49.2638515,5292.87,-942.3,-5205.33
Rua 1104,Setor Pedro Ludovico,-16.72604,-49.2638941,5217.25,-946.84,-5127.67
Rua 1105,Setor Pedro Ludovico,-16.7253341,-49.2639357,5140.9,-951.27,-5049.23
Rua 1107,Setor Pedro Ludovico,-16.7258407,-49.2633407,5185.03,-887.92,-5105.53
Rua 111,Jardim Goiás,-16.7069924,-49.2318061,3895.9,2469.15,-3010.86
Rua 111,Setor Sul,-16.6910935,-49.2476856,1468.38,778.67,-1243.97
Rua 1111,Setor Pedro Ludovico,-16.7220826,-49.2609314,4732.84,-631.44,-4687.88
Rua 1116,Setor Bela Vista,,,,,
