rua,latitude,longitude,distance_to_center_m,coordinate_x_m,coordinate_y_m
Rua 54,-16.7004089,-49.2412777,2708.65,1460.83,-2279.21
Rua 55,-16.6688955,-49.2611333,1387.13,-652.93,1222.96
Rua 56,-16.6999097,-49.2398196,2750.42,1616.06,-2223.74
Rua 57,-16.6689593,-49.2643253,1570.57,-992.74,1215.87
Rua 58,-16.669723,-49.2556877,1134.0,-73.21,1131.0
Rua 59,-16.6680681,-49.2641944,1640.16,-978.81,1314.91
Rua 59 A,-16.6691911,-49.268977,1906.44,-1487.95,1190.11
Rua 6,-16.7463786,-49.197301,9612.57,6142.45,-7387.96
Rua 6 A,-16.6723822,-49.2714156,1938.11,-1747.55,835.48
Rua 6 Unidade 201,-16.7480967,-49.2007693,9532.01,5773.23,-7578.9
Rua 6-A,-16.6723822,-49.2714156,1938.11,-1747.55,835.48
Rua 6-B,-16.7618972,-49.3483089,13485.97,-9933.37,-9112.59
Rua 603,-16.6584306,-49.3062276,5956.23,-5453.53,2385.96
Rua 609,-16.6571995,-49.3003065,5446.41,-4823.19,2522.77
Rua 61,-16.6667791,-49.2605669,1574.88,-592.63,1458.16
Rua 610,-16.6624743,-49.3055685,5724.51,-5383.36,1936.57
Rua 611,-16.6582331,-49.3001716,5381.24,-4808.83,2407.91
Rua 612,-16.6630983,-49.3049279,5636.97,-5315.17,1867.22
Rua 613,-16.659494,-49.2994662,5252.06,-4733.73,2267.78
Rua 615,-16.660543,-49.2989971,5157.27,-4683.79,2151.2
Rua 622-A,-16.6587953,-49.3082144,6135.08,-5665.04,2345.43
Rua 64,-16.6687039,-49.2547266,1245.29,29.11,1244.26
Rua 65,-16.6660893,-49.264511,1839.76,-1012.51,1534.82
Rua 66,-16.6650549,-49.2560876,1654.76,-115.78,1649.78
Rua 68,-16.6666053,-49.2586281,1527.98,-386.24,1477.48
Rua 7,-16.7399633,-49.189425,9663.21,6980.91,-6675.01
Rua 7 Unidade 203,-16.7461625,-49.197518,9579.32,6119.35,-7363.95
Rua 7 de Setembro,-16.6210829,-49.3013637,8195.72,-4935.73,6536.52
Rua 7-A,-16.6758527,-49.2707203,1733.91,-1673.53,449.79
Rua 70,-16.6675736,-49.2593439,1446.63,-462.44,1369.87
Rua 71,-16.7031394,-49.2345787,3377.65,2173.99,-2582.66
Rua 72,-16.6678386,-49.2614536,1507.08,-687.03,1340.42
Rua 74,-16.6670501,-49.2627133,1648.23,-821.13,1428.05
Rua 75,-16.6667855,-49.2564302,1466.2,-152.25,1457.45
Rua 76,-16.6672951,-49.2636648,1678.2,-922.43,1400.82
Rua 77,-16.6661878,-49.2572083,1542.77,-235.09,1523.88
Rua 78,-16.6667468,-49.2653923,1834.26,-1106.33,1461.75
Rua 79,-16.6650969,-49.2560734,1650.0,-114.27,1645.11
Rua 8,-16.675081,-49.2591128,692.14,-437.84,535.55
Rua 8 A,-16.677092,-49.2719082,1827.88,-1799.99,312.06
Rua 801,-16.6677623,-49.2337726,2633.3,2259.8,1348.9
Rua 802,-16.6678729,-49.2359623,2429.16,2026.69,1336.61
Rua 805,-16.6661447,-49.2309343,2985.11,2561.96,1528.67
Rua 806,-16.6656491,-49.231929,2924.12,2456.07,1583.74
Rua 807,-16.6683595,-49.2323811,2729.78,2407.94,1282.53
Rua 810,-16.6664316,-49.2297909,3074.66,2683.68,1496.78
Rua 82,-16.6801095,-49.2573484,251.22,-250.0,-23.28
Rua 823,-16.6652434,-49.2290964,3204.62,2757.62,1628.83
Rua 83,-16.6835852,-49.250706,614.09,457.13,-409.55
Rua 84,-16.6857557,-49.2546479,652.2,37.48,-650.76
Rua 85,-16.6945703,-49.2636579,1873.88,-921.69,-1630.35
Rua 85 D,-16.6885671,-49.2597241,1087.19,-502.91,-963.2
Rua 85B,-16.6856967,-49.258557,747.67,-378.67,-644.2
Rua 85C,-16.6871314,-49.2594016,930.79,-468.58,-803.65
Rua 86,-16.6878234,-49.2499017,1034.95,542.75,-880.55
Rua 86A,-16.6884697,-49.2512875,1031.7,395.22,-952.38
Rua 86B,-16.6884508,-49.249839,1098.28,549.42,-950.28
Rua 87,-16.6906978,-49.2581795,1247.51,-338.48,-1199.99
Rua 88,-16.6922071,-49.2491326,1504.43,624.62,-1367.72
Rua 88C,-16.6941349,-49.2461919,1839.99,937.68,-1581.97
Rua 89,-16.6932227,-49.2561762,1486.7,-125.21,-1480.59
Rua 89-E,-16.6953171,-49.2575327,1735.4,-269.62,-1713.35
Rua 9,-16.7418479,-49.1941209,9459.66,6481.0,-6884.45
Rua 9 A,-16.6760739,-49.2714519,1803.32,-1751.42,425.21
Rua 9 B,-16.6801677,-49.2713024,1736.72,-1735.5,-29.75
Rua 9 Unidade 201,-16.7494724,-49.201524,9606.27,5692.89,-7731.79
Rua 9 Unidade 203,-16.7454653,-49.1974707,9523.07,6124.39,-7286.47
Rua 9 de Julho,-16.59851,-49.3155159,11111.84,-6442.33,9045.11
Rua 90,-16.6981174,-49.2525708,2042.14,258.6,-2024.55
Rua 91,-16.682475,-49.2482421,774.68,719.42,-286.17
Rua 91B,-16.6826701,-49.2486703,741.24,673.84,-307.85
Rua 92,-16.682381,-49.2495975,638.16,575.13,-275.72
Rua 93,-16.6806198,-49.2511368,419.2,411.26,-79.99
Rua 94,-16.6849689,-49.2559472,572.59,-100.84,-563.32
Rua 94A,-16.6841276,-49.252948,518.42,218.45,-469.83
Rua 95,-16.6810361,-49.2528029,265.95,233.9,-126.26
Rua 96,-16.6813011,-49.2536475,212.19,143.98,-155.71
Rua A,-16.7055594,-49.2995081,5532.92,-4738.19,-2851.6
Rua A 2,-16.5913491,-49.2605092,9863.89,-586.49,9840.92
Rua A 7,-16.7072251,-49.2994668,5626.95,-4733.8,-3036.72
Rua A1,-16.7259891,-49.2419466,5310.09,1389.62,-5122.02
Rua A10,-16.7334107,-49.2063582,7889.27,5178.25,-5946.8
Rua A12,-16.7325787,-49.2095253,7600.49,4841.09,-5854.34
Rua A13,-16.7328615,-49.2101721,7581.18,4772.24,-5885.77
Rua A15,-16.7334141,-49.211451,7544.51,4636.09,-5947.18
Rua A16,-16.7024077,-49.2977902,5199.54,-4555.31,-2501.35
Rua A17,-16.7338603,-49.2125059,7515.52,4523.79,-5996.77
Rua A19,-16.7340053,-49.2090709,7753.83,4889.47,-6012.88
Rua A2,-16.7048419,-49.3005158,5585.11,-4845.47,-2771.87
Rua A20,-16.7028669,-49.3004697,5475.06,-4840.56,-2552.38
Rua A22,-16.7351778,-49.2107946,7742.43,4705.97,-6143.19
Rua A23,-16.7355544,-49.2113937,7737.25,4642.19,-6185.04
Rua A24,-16.7352038,-49.212041,7664.76,4573.28,-6146.07
Rua A25,-16.7358297,-49.2116689,7744.25,4612.89,-6215.63
Rua A28,-16.7354171,-49.2081705,7936.16,4985.32,-6169.78
Rua A29,-16.7359089,-49.2086739,7945.36,4931.73,-6224.43
Rua A3,-16.7257125,-49.2423138,5270.25,1350.53,-5091.28
Rua A30,-16.6015199,-49.3452311,12975.75,-9605.72,8710.61
Rua A31,-16.7368632,-49.2096553,7965.0,4827.25,-6330.49
Rua A34,-16.7342187,-49.2065215,7945.93,5160.87,-6036.6
Rua A5,-16.7323895,-49.2107754,7499.97,4708.01,-5833.31
Rua A6,-16.7338225,-49.2106587,7632.3,4720.43,-5992.57
Rua AB1,-16.597709,-49.2719001,9314.89,-1799.13,9134.13
Rua AB11,-16.5939101,-49.2685817,9670.51,-1445.86,9556.31
Rua AB12,-16.595545,-49.2697085,9509.85,-1565.82,9374.62
Rua AB13,-16.5954386,-49.2686441,9503.51,-1452.51,9386.44
Rua AB14,-16.5968917,-49.2695207,9358.85,-1545.83,9224.96
Rua AB15,-16.5973176,-49.2691393,9305.48,-1505.23,9177.63
Rua AB16,-16.6001808,-49.2689838,8988.69,-1488.67,8859.43
Rua AB17,-16.5987689,-49.2694365,9151.54,-1536.86,9016.34
Rua AB18,-16.5986973,-49.2687247,9146.96,-1461.09,9024.3
Rua AB19,-16.5985963,-49.267265,9134.5,-1305.69,9035.52
Rua AB2,-16.5960209,-49.2702748,9467.84,-1626.11,9321.73
Rua AB20,-16.5975728,-49.2672463,9246.88,-1303.7,9149.26
Rua AB21,-16.5982665,-49.266889,9165.18,-1265.67,9072.17
Rua AB22,-16.5956645,-49.2669263,9452.35,-1269.64,9361.34
Rua AB24,-16.6494765,-49.3422165,9887.44,-9284.79,3381.05
Rua AB27,-16.5951314,-49.2662376,9501.57,-1196.32,9420.58
Rua AB4,-16.5922099,-49.2692912,9868.86,-1521.4,9745.26
Rua AB7,-16.5938729,-49.2721673,9739.06,-1827.58,9560.45
Rua AB8,-16.5942682,-49.2718195,9688.97,-1790.55,9516.51
Rua AB9,-16.5947074,-49.2714337,9633.43,-1749.48,9467.71
Rua AC3,,,,,
Rua AC7,-16.7803952,-49.3676612,16395.14,-11993.56,-11168.33
Rua ACP02,-16.6494765,-49.3422165,9887.44,-9284.79,3381.05
Rua ACP19,-16.5450159,-49.2704333,15088.31,-1642.98,14990.07
Rua ACP21,-16.5461093,-49.2708108,14971.93,-1683.17,14868.56
Rua ACP23,-16.5442744,-49.2714617,15182.54,-1752.46,15072.47
Rua ACP30,-16.5460607,-49.2744528,15025.9,-2070.88,14873.96
Rua ACP31,-16.545946,-49.2751937,15049.62,-2149.76,14886.7
Rua ALV1,-16.6121317,-49.3137718,9797.29,-6256.66,7531.29
Rua ALV11,-16.6131253,-49.3134037,9687.33,-6217.47,7420.87
Rua ALV12,-16.6135591,-49.3140625,9695.8,-6287.61,7372.66
Rua ALV14,-16.6146633,-49.3131625,9540.15,-6191.8,7249.95
Rua ALV2,-16.6118419,-49.3125612,9740.4,-6127.78,7563.5
Rua ALV3,-16.6116306,-49.3123576,9745.05,-6106.11,7586.98
Rua ALV4,-16.61262,-49.3101784,9514.42,-5874.12,7477.03
Rua ALV5,-16.6136646,-49.3097515,9395.05,-5828.67,7360.94
Rua ALV6,-16.6139239,-49.3100082,9389.5,-5856.0,7332.12
Rua ALV8,-16.6131072,-49.3110615,9530.55,-5968.13,7422.88
Rua AR3,-16.7254454,-49.2417829,5256.41,1407.05,-5061.59
Rua ASA2,-16.608101,-49.2080289,9422.34,5000.39,7979.23
Rua ASA6,-16.6091475,-49.2075201,9353.14,5054.56,7862.93
Rua Abaeté,-16.6973067,-49.2188188,4312.47,3851.74,-1934.46
Rua Abará,-16.7160024,-49.3009824,6332.46,-4895.14,-4012.17
Rua Abrão Manoel da Costa,-16.7362154,-49.359204,12742.57,-11093.23,-6258.5
Rua Abílio Alves de Castro,-16.7450607,-49.3030302,8869.18,-5113.14,-7241.5
Rua Abílio Rosa Cardoso,-16.6046848,-49.3245647,11174.76,-7405.64,8358.89
Rua Acapu,-16.7071587,-49.2121243,5480.99,4564.41,-3029.34
Rua Acauá,-16.7357458,-49.2720145,6468.75,-1811.31,-6206.31
Rua Ademar Luiz Ferreira,-16.7489929,-49.3622761,13767.57,-11420.27,-7678.5
Rua Adolfo Mariano,-16.6942174,-49.3890049,14361.67,-14265.74,-1591.13
Rua Adélia Luiz de Faria,-16.7302064,-49.3398041,10623.77,-9027.98,-5590.7
Rua Aeroeste,-16.6223197,-49.3470406,11710.57,-9798.35,6399.07
Rua Afonso Pena,-16.7245186,-49.3017766,7030.95,-4979.69,-4958.6
Rua Agenor Vigário da Costa,-16.6253127,-49.2988456,7659.01,-4667.66,6066.45
Rua Agenora Fernandes Rodrigues,-16.6574228,-49.3711039,12617.69,-12360.05,2497.96
Rua Agrônomo Joaquim Batista,-16.6296237,-49.3616665,12663.95,-11355.38,5587.35
Rua Aguiar,-16.6139134,-49.3321188,11015.3,-8209.82,7333.29
Rua Aimorés,-16.6366147,-49.2765266,5331.48,-2291.65,4810.42
Rua Air Gomes,-16.7000101,-49.24707919999999,2389.99,843.22,-2234.89
Rua Alabama,-16.6788392,-49.2206779,3657.77,3653.82,117.89
Rua Alamandas,-16.633681,-49.252696,5145.18,245.28,5136.45
Rua Alaor Mendonça,-16.7432004,-49.2848011,7721.13,-3172.53,-7034.76
Rua Alberto Maranhão,-16.6843098,-49.3283302,7826.14,-7806.5,-490.07
Rua Alberto Rassi,-16.623623,-49.3056636,8263.76,-5393.49,6254.23
Rua Alcantara,-16.6008762,-49.2461526,8837.46,941.87,8782.15
Rua Alcidia Santana,-16.6250546,-49.299537,7726.79,-4741.27,6095.13
Rua Alecrim,-16.610802,-49.3166826,10110.24,-6566.53,7679.06
Rua Alice Perilo,-16.6207531,-49.286674,7391.94,-3371.91,6573.17
Rua Alice de Sant'anna Coutinho,-16.6765102,-49.3916421,14559.61,-14546.49,376.72
Rua Aline,-16.6027862,-49.3255935,11405.62,-7515.16,8569.88
Rua Almirante Barroso,-16.7280099,-49.2345867,5774.48,2173.14,-5346.6
Rua Almiro Soares,-16.6146399,-49.3185334,9923.23,-6763.56,7252.55
Rua Alora,-16.6494765,-49.3422165,9887.44,-9284.79,3381.05
Rua Alpha1,-16.7232764,-49.3756621,13726.33,-12845.31,-4820.55
Rua Alpha10,-16.7281954,-49.3728503,13651.97,-12545.97,-5367.21
Rua Alpha14,-16.7285875,-49.3750466,13884.26,-12779.78,-5410.79
Rua Alpha15,-16.7296109,-49.3726957,13699.54,-12529.51,-5524.52
Rua Alpha16,-16.7303547,-49.3758787,14043.19,-12868.36,-5607.18
Rua Alpha18,-16.7313927,-49.3753881,14041.95,-12816.14,-5722.54
Rua Alpha24,-16.7326774,-49.3758876,14149.15,-12869.31,-5865.31
Rua Alpha28,-16.7336987,-49.3767398,14278.95,-12960.03,-5978.81
Rua Alpha6,-16.7277717,-49.3722906,13578.66,-12486.39,-5320.12
Rua Alpha7,-16.7305505,-49.3771139,14172.52,-12999.86,-5628.94
Rua Alpha8,-16.7306773,-49.3712086,13603.53,-12371.2,-5643.03
Rua Altair Lima Coelho,-16.6905654,-49.3983288,15312.41,-15258.33,-1185.28
Rua Alternativa,-16.6057917,-49.3271399,11268.23,-7679.79,8235.87
Rua Alto Horizonte,-16.7038022,-49.205809,5874.89,5236.72,-2656.32
Rua Alto Paraíso,-16.7017963,-49.2037119,5980.73,5459.97,-2433.4
Rua Aluísio Alvarenga,-16.7540278,-49.3722952,14965.84,-12486.88,-8238.04
Rua Alvarenga Peixoto,-16.6626676,-49.3202307,7207.81,-6944.25,1915.09
Rua Alvorada,-16.6096071,-49.3181255,10311.18,-6720.14,7811.86
Rua Alvorada do Norte,-16.7011802,-49.2041507,5910.32,5413.26,-2364.93
Rua Alya,-16.7131179,-49.2034939,6613.37,5483.18,-3691.6
Rua Amadeus,-16.6220672,-49.3442833,11481.45,-9504.82,6427.13
Rua Amador Bueno,-16.6477452,-49.3324842,8995.14,-8248.72,3573.46
Rua Amapá,-16.6169662,-49.2177606,8044.25,3964.39,6994.02
Rua Amar Marra de Castro,-16.6266238,-49.3615281,12801.71,-11340.64,5920.74
Rua Amaral Peixoto,-16.693637,-49.3134318,6408.41,-6220.46,-1526.63
Rua Amaralina,-16.7090756,-49.1981616,6868.23,6050.84,-3242.37
Rua Amarilis,-16.6652515,-49.4168043,17312.24,-17225.17,1627.93
Rua Amazonas,-16.6644991,-49.166267,9605.77,9446.23,1711.55
Rua Ambrolina Martins do Carmo,-16.6247981,-49.2790268,6640.21,-2557.82,6123.64
Rua Amburana,-16.7317593,-49.1922943,8823.36,6675.45,-5763.28
Rua Amendoeira,-16.6290956,-49.2532046,5652.43,191.13,5646.04
Rua Americano do Brasil,-16.6948877,-49.3323505,8405.63,-8234.49,-1665.63
Rua Ametista,-16.6406523,-49.2786166,5037.37,-2514.15,4361.71
Rua Amor Perfeito,-16.6647431,-49.4166331,17299.52,-17206.95,1684.43
Rua Amorinópolis,-16.7065932,-49.1999231,6574.34,5863.31,-2966.49
Rua Amália Hermano,-16.6188081,-49.3066638,8742.96,-5499.96,6789.32
Rua Amélia Artiaga Jardim,-16.7018624,-49.2553171,2442.34,-33.76,-2440.75
Rua Amélia Batista Ferreira,-16.7490159,-49.3594754,13522.54,-11122.12,-7681.05
Rua Amélio José do Carmo,-16.6258913,-49.2828357,6697.71,-2963.3,6002.15
Rua Américo Pontes,-16.681562,-49.3158463,6483.72,-6477.5,-184.7
Rua Américo Vespúcio,-16.6724593,-49.2130348,4545.99,4467.48,826.91
Rua Ana Cândida Oliveira,-16.617388,-49.255653,6951.37,-69.52,6947.14
Rua Ana Jungmann,-16.7305301,-49.1805739,9722.38,7923.17,-5626.67
Rua Ana Luíza de Jesus,-16.7238204,-49.3307863,9434.01,-8067.97,-4881.0
Rua Anaca,-16.7271358,-49.2857337,6188.83,-3271.81,-5249.45
Rua Anapo,-16.6246016,-49.2094294,7834.36,4851.3,6145.47
Rua Anchieta,-16.6647403,-49.3375726,8955.74,-8790.42,1684.74
Rua Andrelino de Morais,-16.6812603,-49.3149051,6382.63,-6377.31,-151.17
Rua André Leão,-16.6556809,-49.3205078,7479.71,-6973.75,2691.54
Rua André Masson,-16.6444701,-49.2862856,5160.21,-3330.57,3937.43
Rua Andrômeda,-16.658302,-49.3367519,9033.48,-8703.05,2400.25
Rua Angico,-16.7337224,-49.1966808,8625.25,6208.48,-5981.44
Rua Angra dos Reis,-16.6764882,-49.2309923,2585.22,2555.78,379.16
Rua Angélica da Silva Nunes,-16.6137207,-49.2374753,7591.94,1865.62,7354.7
Rua Anhanguera,-16.6615563,-49.189872,7231.16,6933.32,2038.59
Rua Anhangá,-16.7306839,-49.2748151,6028.37,-2109.45,-5643.76
Rua Anjo Gabriel,-16.7175088,-49.3814142,14098.34,-13457.66,-4179.58
Rua Anna Luíza da Cunha,-16.6808005,-49.2039477,5438.81,5434.87,-100.08
Rua Antenor Cupertino,-16.6557552,-49.1949427,6938.0,6393.51,2683.28
Rua Antuérpia,-16.7144789,-49.3082071,6848.2,-5664.26,-3842.86
Rua Antônia Cândida Pereira,-16.683202,-49.3510793,10240.5,-10228.3,-366.96
Rua Antônio Adelino Melo,-16.6885939,-49.3003171,4922.75,-4824.32,-966.18
Rua Antônio Comerote,-16.6149547,-49.3308479,10837.17,-8074.53,7217.56
Rua Antônio Cupertino,-16.7136142,-49.3803555,13867.54,-13344.95,-3746.76
Rua Antônio César,-16.6780375,-49.3088742,5742.24,-5735.28,206.99
Rua Antônio Di Giovannantonio,-16.6863485,-49.36735,11988.36,-11960.43,-716.64
Rua Antônio Gregório da Silva,-16.6131382,-49.326912,10667.82,-7655.52,7419.44
Rua Antônio Laureano de Souza,-16.7068241,-49.3222197,7760.23,-7156.0,-2992.15
Rua Antônio Ludovico,-16.652421,-49.2117282,5530.24,4606.58,3053.82
Rua Antônio Luiz de Pina,-16.7517415,-49.3771572,15266.17,-13004.47,-7983.96
Rua Antônio Morais Neto,-16.6755648,-49.2977104,4574.87,-4546.81,481.78
Rua Antônio Pereira,-16.6943076,-49.3615854,11465.13,-11346.74,-1601.16
Rua Antônio Poteiro,-16.6234857,-49.251143,6286.43,410.6,6269.49
Rua Antônio Rodrigues Galvão,-16.6845253,-49.3714294,12412.13,-12394.71,-514.02
Rua Antônio Vieira Rosa,-16.6775353,-49.2017452,5678.63,5669.34,262.8
Rua Antônio da Silva Espindola,-16.6131382,-49.326912,10667.82,-7655.52,7419.44
Rua Anápolis,-16.6246016,-49.2094294,7834.36,4851.3,6145.47
Rua Apinages,-16.5837818,-49.2657525,10749.08,-1144.68,10681.9
Rua Apinagés,-16.5837818,-49.2657525,10749.08,-1144.68,10681.9
Rua Apolo Lykeios,-16.7450236,-49.3564258,13004.37,-10797.47,-7237.38
Rua Aporé,-16.7396657,-49.2803967,7174.97,-2703.65,-6641.94
Rua Aquidaban,-16.6494765,-49.3422165,9887.44,-9284.79,3381.05
Rua Aquidauana,-16.7004408,-49.2167603,4669.64,4070.88,-2282.76
Rua Aquino Porto,-16.6218042,-49.3019451,8169.63,-4997.63,6456.36
Rua Aracaju,-16.7363746,-49.2787532,6770.08,-2528.69,-6276.19
Rua Araguaiana,-16.6827724,-49.2063722,5189.45,5176.76,-319.22
Rua Aranjuez,-16.7371062,-49.3363358,10747.0,-8658.75,-6357.49
Rua Arapari,-16.7390161,-49.275958,6942.02,-2231.12,-6569.75
Rua Araponga,-16.7259798,-49.3230903,8879.36,-7248.68,-5120.98
Rua Araxá,-16.7204448,-49.2343821,5014.72,2194.92,-4505.86
Rua Araçu,-16.7116108,-49.1997302,6861.91,5883.85,-3524.11
Rua Arco Íris,-16.6284623,-49.3259444,9478.05,-7552.52,5716.42
Rua Arcona,-16.6563005,-49.3372517,9146.21,-8756.26,2622.68
Rua Arcádia,-16.7392116,-49.3568051,12690.53,-10837.85,-6591.47
Rua Arenópolis,-16.702365,-49.2032466,6051.85,5509.5,-2496.6
Rua Argentina,-16.6829436,-49.3769286,12991.68,-12980.13,-338.24
Rua Arial,-16.7054121,-49.2050385,6030.28,5318.74,-2835.24
Rua Armogaste José da Silveira,-16.6582484,-49.2693816,2853.63,-1531.02,2406.21
Rua Armogaste Silveira,-16.6850237,-49.2985465,4673.2,-4635.82,-569.41
Rua Arnica,-16.706948,-49.2112786,5543.52,4654.44,-3005.92
Rua Arno,-16.6011456,-49.2472704,8795.72,822.87,8752.21
Rua Aroeira,-16.7393206,-49.2074948,8321.8,5057.25,-6603.59
Rua Arquiteta Ana Maria Borges,-16.6306376,-49.3652962,12963.96,-11741.78,5474.68
Rua Arraial do Cabo,-16.7992096,-49.3628839,17549.15,-11484.98,-13259.23
Rua Artur de Abreu,-16.7442979,-49.2995825,8591.8,-4746.11,-7156.73
Rua Arucara,-16.6814634,-49.2041675,5417.25,5411.47,-173.75
Rua Ary Barroso,-16.6804577,-49.3850467,13852.2,-13844.36,-61.98
Rua Arymar Coelho,-16.7440491,-49.3529225,12634.7,-10424.52,-7129.08
Rua Aspília,-16.7038904,-49.2130164,5206.9,4469.44,-2666.12
Rua Assunção,-16.6665882,-49.216651,4344.84,4082.51,1479.38
Rua Astholfo Leão Borges,-16.6457182,-49.2791582,4590.11,-2571.81,3798.72
Rua Asturias,-16.7416094,-49.3387124,11250.17,-8911.76,-6857.95
Rua Augusta Maria Soares,-16.7367903,-49.3643074,13249.02,-11636.52,-6322.39
Rua Augusta Soares,-16.6254017,-49.3000702,7731.5,-4798.03,6056.56
Rua Aurora,-16.6113335,-49.3189619,10225.58,-6809.18,7620.0
Rua Avelino Rosa,-16.7445546,-49.2904429,8119.92,-3773.14,-7185.26
Rua Avenca,-16.6267667,-49.2351589,6274.87,2112.22,5904.86
Rua Ayrton Senna,-16.599283,-49.3246358,11636.02,-7413.21,8959.21
Rua Açaí,-16.7262518,-49.2861149,6127.49,-3312.39,-5151.21
Rua B,-16.7062787,-49.3223584,7750.72,-7170.76,-2931.54
Rua B 7,-16.6603188,-49.2881926,4152.37,-3533.58,2176.12
Rua B1,-16.7248787,-49.2426561,5171.3,1314.09,-4998.62
Rua B10,-16.7284318,-49.2041103,7648.35,5417.56,-5393.48
Rua B11,,,,,
Rua B12,-16.7293098,-49.2027967,7816.42,5557.4,-5491.06
Rua B17,,,,,
Rua B25,-16.7346664,-49.203465,8198.1,5486.25,-6086.35
Rua B28,-16.7335435,-49.2010558,8281.69,5742.73,-5961.56
Rua B29,-16.7333591,-49.2002883,8323.94,5824.43,-5941.07
Rua B30,-16.7333863,-49.1997398,8367.09,5882.83,-5944.09
Rua B4,-16.7243349,-49.2428482,5107.62,1293.64,-4938.18
Rua B5,-16.6890556,-49.288053,3664.84,-3518.72,-1017.49
Rua B5A,-16.6494765,-49.3422165,9887.44,-9284.79,3381.05
Rua B6A,-16.6577286,-49.2475013,2591.52,798.29,2463.97
Rua BF1,,,,,
Rua BF11,-16.5872114,-49.3307141,13088.01,-8060.28,10300.76
Rua BF34,-16.5906894,-49.3387788,13344.4,-8918.83,9914.24
Rua BG 6,-16.6886767,-49.3400721,9113.75,-9056.51,-975.38
Rua BG22,-16.5861834,-49.2112096,11417.55,4661.79,10415.0
Rua BG3,-16.6891171,-49.3396,9069.15,-9006.25,-1024.32
Rua BG30,-16.5883935,-49.2105644,11222.52,4730.47,10169.39
Rua BH1,-16.6395483,-49.1845401,8744.77,7500.94,4484.4
Rua BH5,-16.6371309,-49.1852061,8825.88,7430.04,4753.06
Rua BL8,-16.7725674,-49.360517,15245.83,-11233.01,-10298.4
Rua BM 24,-16.5934761,-49.3070149,11093.26,-5537.34,9604.54
Rua BM 26,-16.5936671,-49.3093029,11198.83,-5780.92,9583.32
Rua BM1,-16.6003901,-49.3123817,10748.86,-6108.67,8836.17
Rua BM10,-16.5955623,-49.3086694,10983.63,-5713.47,9372.7
Rua BM11,-16.597499,-49.3042651,10559.41,-5244.61,9157.47
Rua BM13,-16.5960758,-49.3046442,10716.9,-5284.96,9315.63
Rua BM15,-16.5934761,-49.3070149,11093.26,-5537.34,9604.54
Rua BM19,-16.5962633,-49.313474,11193.74,-6224.96,9294.79
Rua BM2,-16.601472,-49.3100445,10509.17,-5859.86,8715.94
Rua BM23,-16.594766,-49.3107081,11173.18,-5930.51,9461.19
Rua BM25,-16.5942383,-49.3096472,11163.58,-5817.57,9519.84
Rua BM27,-16.5931125,-49.3089571,11232.78,-5744.1,9644.95
Rua BM3,-16.6018224,-49.306948,10295.83,-5530.22,8676.99
Rua BM4,-16.6006764,-49.3076614,10444.15,-5606.17,8804.35
Rua BM6,-16.5993151,-49.3074277,10558.96,-5581.29,8955.64
Rua BM7,-16.5989751,-49.3067155,10551.24,-5505.47,8993.42
Rua BM8,-16.599083,-49.3052268,10458.98,-5346.99,8981.43
Rua BM9,-16.5961215,-49.3090185,10950.08,-5750.64,9310.55
Rua BR 1,-16.7244845,-49.2423648,5136.96,1345.1,-4954.81
Rua BS15A,-16.5828116,-49.3384106,13982.98,-8879.63,10789.72
Rua BS37,-16.6494765,-49.3422165,9887.44,-9284.79,3381.05
Rua BV12,-16.5848367,-49.3402568,13937.23,-9076.17,10564.67
Rua Bady Helou,-16.6313622,-49.3409665,10630.05,-9151.72,5394.15
Rua Baffin,-16.7243742,-49.3523481,11486.96,-10363.37,-4942.55
Rua Balladolid,-16.7390058,-49.3363101,10871.14,-8656.02,-6568.6
Rua Bandol,-16.7619418,-49.2591174,9133.16,-438.33,-9117.55
Rua Bandon,-16.7619418,-49.2591174,9133.16,-438.33,-9117.55
Rua Baquite,-16.7305252,-49.2736186,5968.3,-1982.08,-5626.13
Rua Barcelona,-16.7295118,-49.3073932,7846.6,-5577.61,-5513.51
Rua Barravento,-16.6250196,-49.305004,8100.4,-5323.27,6099.02
Rua Bartolomeu Bueno,-16.7645854,-49.3516887,13953.23,-10293.17,-9411.34
Rua Barão de Franca,-16.6686998,-49.3102468,6015.19,-5881.4,1244.71
Rua Barão de Itaboraí,-16.5709265,-49.294237,12818.19,-4177.05,12110.55
Rua Barão de Mauá,-16.6847171,-49.3323145,8252.54,-8230.66,-535.34
Rua Barão de Monte Alegre,-16.5721628,-49.2992978,12876.04,-4715.8,11973.15
Rua Barão de Montezuma,-16.6637766,-49.3167861,6821.32,-6577.55,1791.84
Rua Barão do Rio Branco,-16.7263403,-49.3005309,7083.84,-4847.08,-5161.05
Rua Batuba,-16.6553461,-49.3600938,11523.04,-11187.95,2728.75
Rua Beatriz,-16.6942833,-49.3156023,6650.07,-6451.53,-1598.46
Rua Beijuaçu,-16.7310459,-49.2742398,6045.04,-2048.21,-5683.99
Rua Beirute,-16.6742721,-49.3347079,8513.34,-8485.45,625.45
Rua Bela Vista,-16.6105939,-49.3271275,10882.83,-7678.47,7702.19
Rua Belmore,-16.6494765,-49.3422165,9887.44,-9284.79,3381.05
Rua Belo Horizonte,-16.699643,-49.3115756,6413.34,-6022.86,-2194.1
Rua Belém,-16.7316876,-49.2868731,6684.57,-3393.11,-5755.31
